Dates,Category,DayOfWeek,PdDistrict,Address,X,Y
2015-04-18 02:30:00,LARCENY/THEFT,Saturday,CENTRAL,MASON ST / NORTHPOINT ST,-122.4137894672,37.806552653
2015-04-18 02:15:00,ASSAULT,Saturday,CENTRAL,600 Block of HYDE ST,-122.4164773979,37.786795408
2015-04-18 02:15:00,ASSAULT,Saturday,CENTRAL,600 Block of HYDE ST,-122.4164773979,37.786795408
2015-04-18 02:07:00,OTHER OFFENSES,Saturday,SOUTHERN,2ND ST / HOWARD ST,-122.3982616473,37.7867787589
2015-04-18 02:00:00,DISORDERLY CONDUCT,Saturday,TENDERLOIN,0 Block of 5THSTNORTH ST,-122.408648589,37.7849124714
2015-04-18 02:00:00,SECONDARY CODES,Saturday,TENDERLOIN,0 Block of 5THSTNORTH ST,-122.408648589,37.7849124714
2015-04-18 02:00:00,VEHICLE THEFT,Saturday,NORTHERN,700 Block of ELLIS ST,-122.4185620971,37.7841847091
2015-04-18 02:00:00,SUSPICIOUS OCC,Saturday,SOUTHERN,11TH ST / HARRISON ST,-122.4124832635,37.7706305911
2015-04-18 01:51:00,ASSAULT,Saturday,NORTHERN,POLK ST / SUTTER ST,-122.4201203192,37.7877570602
2015-04-18 01:46:00,WEAPON LAWS,Saturday,MISSION,100 Block of BARTLETT ST,-122.4197112512,37.754556562
2015-04-18 01:46:00,WEAPON LAWS,Saturday,MISSION,100 Block of BARTLETT ST,-122.4197112512,37.754556562
2015-04-18 01:46:00,DRUG/NARCOTIC,Saturday,MISSION,100 Block of BARTLETT ST,-122.4197112512,37.754556562
2015-04-18 01:46:00,STOLEN PROPERTY,Saturday,MISSION,100 Block of BARTLETT ST,-122.4197112512,37.754556562
2015-04-18 01:34:00,LARCENY/THEFT,Saturday,INGLESIDE,300 Block of COLLEGE AV,-122.423648821,37.7340754493
2015-04-18 01:30:00,KIDNAPPING,Saturday,TARAVAL,1200 Block of 20TH AV,-122.478187458,37.7644419685
2015-04-18 01:30:00,ASSAULT,Saturday,TARAVAL,1200 Block of 20TH AV,-122.478187458,37.7644419685
2015-04-18 01:20:00,BURGLARY,Saturday,INGLESIDE,100 Block of ARBOR ST,-122.4369115615,37.7371750611
2015-04-18 01:15:00,LARCENY/THEFT,Saturday,TENDERLOIN,400 Block of LEAVENWORTH ST,-122.414593832,37.785119984
2015-04-18 01:10:00,NON-CRIMINAL,Saturday,NORTHERN,1200 Block of POLK ST,-122.4203269939,37.7884521578
2015-04-18 01:00:00,ASSAULT,Saturday,SOUTHERN,700 Block of HARRISON ST,-122.3990456558,37.7813197114
2015-04-18 01:00:00,LARCENY/THEFT,Saturday,SOUTHERN,700 Block of HARRISON ST,-122.3990456558,37.7813197114
2015-04-18 01:00:00,NON-CRIMINAL,Saturday,BAYVIEW,300 Block of EXECUTIVEPARK BL,-122.3907933031,37.710756973
2015-04-18 01:00:00,SECONDARY CODES,Saturday,CENTRAL,1100 Block of CALIFORNIA ST,-122.4132888725,37.791465533
2015-04-18 01:00:00,LARCENY/THEFT,Saturday,NORTHERN,1900 Block of LOMBARD ST,-122.4336221964,37.8002702944
2015-04-18 01:00:00,VANDALISM,Saturday,BAYVIEW,INGERSON AV / GRIFFITH ST,-122.3892792119,37.7169620161
2015-04-18 01:00:00,LARCENY/THEFT,Saturday,SOUTHERN,MISSION ST / 6TH ST,-122.4087106067,37.7809706722
2015-04-18 01:00:00,OTHER OFFENSES,Saturday,CENTRAL,1100 Block of CALIFORNIA ST,-122.4132888725,37.791465533
2015-04-18 00:30:00,LARCENY/THEFT,Saturday,SOUTHERN,300 Block of 11TH ST,-122.4132875272,37.7711962032
2015-04-18 00:30:00,NON-CRIMINAL,Saturday,CENTRAL,1300 Block of GRANT AV,-122.4073709653,37.7992401254
2015-04-18 00:30:00,LARCENY/THEFT,Saturday,RICHMOND,300 Block of LOCUST ST,-122.4521027439,37.7879773541
2015-04-18 00:30:00,ROBBERY,Saturday,NORTHERN,EDDY ST / POLK ST,-122.4191830964,37.7830998245
2015-04-18 00:30:00,ASSAULT,Saturday,NORTHERN,EDDY ST / POLK ST,-122.4191830964,37.7830998245
2015-04-18 00:30:00,VEHICLE THEFT,Saturday,NORTHERN,FRANKLIN ST / GEARY BL,-122.4230311751,37.7854818747
2015-04-18 00:30:00,FRAUD,Saturday,SOUTHERN,300 Block of 11TH ST,-122.4132875272,37.7711962032
2015-04-18 00:15:00,LARCENY/THEFT,Saturday,NORTHERN,1200 Block of GEARY BL,-122.423864781,37.7854370373
2015-04-18 00:01:00,KIDNAPPING,Saturday,MISSION,3800 Block of 18TH ST,-122.4294903577,37.761276013
2015-04-18 00:01:00,ASSAULT,Saturday,MISSION,3800 Block of 18TH ST,-122.4294903577,37.761276013
2015-04-18 00:01:00,SEX OFFENSES FORCIBLE,Saturday,TARAVAL,300 Block of ARBALLO DR,-122.4830664412,37.720831841
2015-04-18 00:01:00,ASSAULT,Saturday,NORTHERN,HAYES ST / POLK ST,-122.4180454528,37.7775118896
2015-04-18 00:01:00,KIDNAPPING,Saturday,NORTHERN,HAYES ST / POLK ST,-122.4180454528,37.7775118896
2015-04-18 00:01:00,ROBBERY,Saturday,NORTHERN,HAYES ST / POLK ST,-122.4180454528,37.7775118896
2015-04-18 00:01:00,ASSAULT,Saturday,NORTHERN,HAYES ST / POLK ST,-122.4180454528,37.7775118896
2015-04-18 00:01:00,LARCENY/THEFT,Saturday,NORTHERN,POLK ST / JACKSON ST,-122.421406974,37.794141892
2015-04-18 00:01:00,NON-CRIMINAL,Saturday,TARAVAL,300 Block of ARBALLO DR,-122.4830664412,37.720831841
2015-04-18 00:01:00,VANDALISM,Saturday,PARK,EDDY ST / PIERCE ST,-122.4356171281,37.7810099521
2015-04-17 23:59:00,NON-CRIMINAL,Friday,SOUTHERN,TURK ST / MASON ST,-122.4089535983,37.7832878736
2015-04-17 23:51:00,OTHER OFFENSES,Friday,SOUTHERN,7TH ST / BERRY ST,-122.4000261205,37.7705161445
2015-04-17 23:50:00,BURGLARY,Friday,BAYVIEW,2100 Block of 18TH ST,-122.4037898583,37.7621960931
2015-04-17 23:50:00,SUSPICIOUS OCC,Friday,TARAVAL,1300 Block of 46TH AV,-122.5059232563,37.7613399316
2015-04-17 23:40:00,OTHER OFFENSES,Friday,MISSION,24TH ST / LILAC ST,-122.4178782268,37.7522731645
2015-04-17 23:40:00,SECONDARY CODES,Friday,MISSION,24TH ST / LILAC ST,-122.4178782268,37.7522731645
2015-04-17 23:30:00,VEHICLE THEFT,Friday,SOUTHERN,200 Block of DORE ST,-122.4098425641,37.7714630836
2015-04-17 23:30:00,OTHER OFFENSES,Friday,SOUTHERN,FOLSOM ST / MABINI ST,-122.400377994,37.7826462926
2015-04-17 23:30:00,ROBBERY,Friday,NORTHERN,HAYES ST / VANNESS AV,-122.4196977217,37.7773009526
2015-04-17 23:30:00,LARCENY/THEFT,Friday,SOUTHERN,4TH ST / HARRISON ST,-122.3996175588,37.780790655
2015-04-17 23:30:00,LARCENY/THEFT,Friday,RICHMOND,18TH AV / FULTON ST,-122.4766946189,37.7729116107
2015-04-17 23:15:00,ROBBERY,Friday,SOUTHERN,0 Block of THE EMBARCADERONORTH ST,-122.3883798739,37.7833104067
2015-04-17 23:00:00,NON-CRIMINAL,Friday,CENTRAL,300 Block of POWELL ST,-122.4083842755,37.7878271137
2015-04-17 23:00:00,LARCENY/THEFT,Friday,SOUTHERN,300 Block of BRYANT ST,-122.3909466472,37.7851593943
2015-04-17 23:00:00,LARCENY/THEFT,Friday,SOUTHERN,DIVISION ST / VERMONT ST,-122.4049921261,37.7697163052
2015-04-17 22:45:00,LARCENY/THEFT,Friday,TARAVAL,1800 Block of OCEAN AV,-122.4616831596,37.7251897237
2015-04-17 22:45:00,BURGLARY,Friday,CENTRAL,400 Block of JACKSON ST,-122.4021166941,37.7965361658
2015-04-17 22:45:00,VEHICLE THEFT,Friday,NORTHERN,PINE ST / LARKIN ST,-122.4188447481,37.789829767
2015-04-17 22:40:00,WEAPON LAWS,Friday,MISSION,800 Block of TREAT AV,-122.4134379697,37.7565452064
2015-04-17 22:40:00,ASSAULT,Friday,MISSION,800 Block of TREAT AV,-122.4134379697,37.7565452064
2015-04-17 22:36:00,OTHER OFFENSES,Friday,INGLESIDE,RUTLAND ST / TUCKER AV,-122.4058959336,37.7159306805
2015-04-17 22:19:00,NON-CRIMINAL,Friday,PARK,HAIGHT ST / BUENAVISTAEAST AV,-122.4403596559,37.7708480204
2015-04-17 22:15:00,OTHER OFFENSES,Friday,SOUTHERN,TOWNSEND ST / 3RD ST,-122.3927535736,37.778851867
2015-04-17 22:12:00,ASSAULT,Friday,SOUTHERN,300 Block of MARKET ST,-122.397920444,37.7921256223
2015-04-17 22:09:00,ASSAULT,Friday,MISSION,3900 Block of 17TH ST,-122.4346687092,37.7625723537
2015-04-17 22:00:00,TRESPASS,Friday,CENTRAL,0 Block of DRUMM ST,-122.3964219438,37.7941447424
2015-04-17 22:00:00,VEHICLE THEFT,Friday,INGLESIDE,1200 Block of GOETTINGEN ST,-122.4022833264,37.716711235
2015-04-17 22:00:00,LARCENY/THEFT,Friday,NORTHERN,2300 Block of BUCHANAN ST,-122.431073169,37.7915687103
2015-04-17 22:00:00,VEHICLE THEFT,Friday,TARAVAL,DELONG ST / GOETHE ST,-122.460611852,37.7096733057
2015-04-17 22:00:00,LARCENY/THEFT,Friday,PARK,DIVISADERO ST / TURK ST,-122.4387417374,37.779659315
2015-04-17 22:00:00,LARCENY/THEFT,Friday,SOUTHERN,3RD ST / HARRISON ST,-122.3973887848,37.7825543452
2015-04-17 21:55:00,LARCENY/THEFT,Friday,SOUTHERN,3RD ST / CHANNEL ST,-122.3898981396,37.7748981937
2015-04-17 21:55:00,VANDALISM,Friday,SOUTHERN,3RD ST / CHANNEL ST,-122.3898981396,37.7748981937
2015-04-17 21:55:00,LARCENY/THEFT,Friday,SOUTHERN,CHANNEL ST / 3RD ST,-122.3898981398,37.7748981936
2015-04-17 21:55:00,VANDALISM,Friday,SOUTHERN,3RD ST / CHANNEL ST,-122.3898981396,37.7748981937
2015-04-17 21:50:00,FRAUD,Friday,SOUTHERN,500 Block of 3RD ST,-122.3957296163,37.7811529027
2015-04-17 21:46:00,OTHER OFFENSES,Friday,NORTHERN,1300 Block of WEBSTER ST,-122.4310463661,37.7830295716
2015-04-17 21:46:00,LARCENY/THEFT,Friday,NORTHERN,1300 Block of WEBSTER ST,-122.4310463661,37.7830295716
2015-04-17 21:46:00,DRUG/NARCOTIC,Friday,NORTHERN,1300 Block of WEBSTER ST,-122.4310463661,37.7830295716
2015-04-17 21:45:00,LARCENY/THEFT,Friday,SOUTHERN,1100 Block of HOWARD ST,-122.4101653565,37.7772838904
2015-04-17 21:45:00,LARCENY/THEFT,Friday,RICHMOND,6TH AV / LAKE ST,-122.4646937124,37.7866683904
2015-04-17 21:37:00,LARCENY/THEFT,Friday,TARAVAL,1700 Block of NORIEGA ST,-122.4823796698,37.7540351278
2015-04-17 21:30:00,VEHICLE THEFT,Friday,BAYVIEW,1000 Block of OAKDALE AV,-122.3803483497,37.7288276252
2015-04-17 21:30:00,ASSAULT,Friday,SOUTHERN,800 Block of 3RD ST,-122.3914250699,37.7778727798
2015-04-17 21:30:00,LARCENY/THEFT,Friday,CENTRAL,1800 Block of MONTGOMERY ST,-122.4051987539,37.8052470044
2015-04-17 21:30:00,LARCENY/THEFT,Friday,CENTRAL,0 Block of BROADWAY ST,-122.3992956908,37.7988591984
2015-04-17 21:30:00,NON-CRIMINAL,Friday,BAYVIEW,1200 Block of 23RD ST,-122.3923968058,37.7550699283
2015-04-17 21:30:00,LARCENY/THEFT,Friday,SOUTHERN,10TH ST / BRYANT ST,-122.4097387719,37.7703482035
2015-04-17 21:30:00,FRAUD,Friday,SOUTHERN,10TH ST / BRYANT ST,-122.4097387719,37.7703482035
2015-04-17 21:20:00,LARCENY/THEFT,Friday,NORTHERN,400 Block of HAIGHT ST,-122.4296227147,37.7721558285
2015-04-17 21:17:00,SUSPICIOUS OCC,Friday,TENDERLOIN,LEAVENWORTH ST / ELLIS ST,-122.4144331551,37.7846576329
2015-04-17 21:16:00,ASSAULT,Friday,INGLESIDE,100 Block of PRECITA AV,-122.4172257577,37.7471608234
2015-04-17 21:01:00,ROBBERY,Friday,CENTRAL,0 Block of DRUMM ST,-122.3965564262,37.7941169058
2015-04-17 21:00:00,LARCENY/THEFT,Friday,SOUTHERN,800 Block of 3RD ST,-122.3914250699,37.7778727798
2015-04-17 21:00:00,ASSAULT,Friday,INGLESIDE,400 Block of NAPLES ST,-122.430685851,37.7216404357
2015-04-17 21:00:00,OTHER OFFENSES,Friday,BAYVIEW,300 Block of TEXAS ST,-122.3955674574,37.7619817954
2015-04-17 21:00:00,OTHER OFFENSES,Friday,SOUTHERN,1300 Block of STEVENSON ST,-122.4215945191,37.7707674171
2015-04-17 21:00:00,VANDALISM,Friday,SOUTHERN,800 Block of BRYANT ST,-122.4034047915,37.7754207067
2015-04-17 21:00:00,ROBBERY,Friday,BAYVIEW,3RD ST / PALOU AV,-122.3909717346,37.7340152181
2015-04-17 20:50:00,ASSAULT,Friday,PARK,TURK ST / PIERCE ST,-122.435426672,37.7800763782
2015-04-17 20:50:00,LARCENY/THEFT,Friday,RICHMOND,GEARY BL / 27TH AV,-122.4868783321,37.7799923701
2015-04-17 20:48:00,LARCENY/THEFT,Friday,SOUTHERN,900 Block of HARRISON ST,-122.4033147741,37.7779470865
2015-04-17 20:48:00,NON-CRIMINAL,Friday,SOUTHERN,900 Block of HARRISON ST,-122.4033147741,37.7779470865
2015-04-17 20:48:00,OTHER OFFENSES,Friday,SOUTHERN,MARKET ST / 10TH ST,-122.4175047031,37.776540038
2015-04-17 20:35:00,NON-CRIMINAL,Friday,INGLESIDE,5600 Block of MISSION ST,-122.4470952896,37.7111225503
2015-04-17 20:30:00,LARCENY/THEFT,Friday,RICHMOND,1000 Block of POINTLOBOS AV,-122.5136420643,37.7784692199
2015-04-17 20:30:00,LARCENY/THEFT,Friday,SOUTHERN,FOLSOM ST / 7TH ST,-122.4078441368,37.7767462195
2015-04-17 20:30:00,LARCENY/THEFT,Friday,SOUTHERN,HARRISON ST / MAIN ST,-122.3903215245,37.7881341874
2015-04-17 20:26:00,SECONDARY CODES,Friday,NORTHERN,0 Block of MARINA BL,-122.4329515899,37.8050520229
2015-04-17 20:26:00,DISORDERLY CONDUCT,Friday,NORTHERN,0 Block of MARINA BL,-122.4329515899,37.8050520229
2015-04-17 20:17:00,ASSAULT,Friday,MISSION,3300 Block of 22ND ST,-122.4212362056,37.7553345088
2015-04-17 20:15:00,LARCENY/THEFT,Friday,RICHMOND,1000 Block of GREAT HY,-122.5102257491,37.767244221
2015-04-17 20:15:00,LARCENY/THEFT,Friday,CENTRAL,700 Block of VALLEJO ST,-122.4097916623,37.798508348
2015-04-17 20:15:00,BURGLARY,Friday,CENTRAL,700 Block of VALLEJO ST,-122.4097916623,37.798508348
2015-04-17 20:13:00,LARCENY/THEFT,Friday,TENDERLOIN,0 Block of OFARRELL ST,-122.4058953699,37.7867342185
2015-04-17 20:10:00,NON-CRIMINAL,Friday,INGLESIDE,2200 Block of BAY SHORE BL,-122.4029613242,37.7121195039
2015-04-17 20:10:00,SECONDARY CODES,Friday,INGLESIDE,2200 Block of BAY SHORE BL,-122.4029613242,37.7121195039
2015-04-17 20:10:00,LARCENY/THEFT,Friday,SOUTHERN,10TH ST / HARRISON ST,-122.41127919,37.7715785765
2015-04-17 20:09:00,LARCENY/THEFT,Friday,TENDERLOIN,100 Block of OFARRELL ST,-122.407244087,37.7865647608
2015-04-17 20:07:00,WARRANTS,Friday,MISSION,CLINTONPARK ST / DOLORES ST,-122.4268236295,37.7691691836
2015-04-17 20:06:00,LARCENY/THEFT,Friday,SOUTHERN,800 Block of MISSION ST,-122.4053954939,37.7835100715
2015-04-17 20:03:00,NON-CRIMINAL,Friday,CENTRAL,1000 Block of SUTTER ST,-122.4176729236,37.7881242734
2015-04-17 20:00:00,LARCENY/THEFT,Friday,CENTRAL,100 Block of SACRAMENTO ST,-122.3972136687,37.7945638655
2015-04-17 20:00:00,MISSING PERSON,Friday,BAYVIEW,1200 Block of REVERE AV,-122.3836797786,37.7279208528
2015-04-17 20:00:00,MISSING PERSON,Friday,BAYVIEW,1200 Block of REVERE AV,-122.3836797786,37.7279208528
2015-04-17 20:00:00,LARCENY/THEFT,Friday,NORTHERN,2500 Block of SACRAMENTO ST,-122.4348551071,37.7896768794
2015-04-17 20:00:00,LARCENY/THEFT,Friday,NORTHERN,2000 Block of POLK ST,-122.4217455854,37.7954864877
2015-04-17 20:00:00,BURGLARY,Friday,CENTRAL,300 Block of PACIFIC AV,-122.4014742904,37.7976323512
2015-04-17 20:00:00,LARCENY/THEFT,Friday,SOUTHERN,1000 Block of FOLSOM ST,-122.4058340326,37.7782548115
2015-04-17 20:00:00,LARCENY/THEFT,Friday,CENTRAL,0 Block of BROADWAY ST,-122.3992956908,37.7988591984
2015-04-17 20:00:00,LARCENY/THEFT,Friday,CENTRAL,200 Block of SUTTER ST,-122.4040139435,37.7897518225
2015-04-17 20:00:00,BURGLARY,Friday,NORTHERN,2300 Block of LARKIN ST,-122.420719282,37.7994546283
2015-04-17 20:00:00,LARCENY/THEFT,Friday,TENDERLOIN,JONES ST / ELLIS ST,-122.4127840965,37.784865694
2015-04-17 20:00:00,LARCENY/THEFT,Friday,CENTRAL,NORTHPOINT ST / VANNESS AV,-122.4253009301,37.8050769933
2015-04-17 20:00:00,VEHICLE THEFT,Friday,CENTRAL,LARKIN ST / FILBERT ST,-122.4208844502,37.7999024259
2015-04-17 20:00:00,FRAUD,Friday,CENTRAL,100 Block of SACRAMENTO ST,-122.3972136687,37.7945638655
2015-04-17 20:00:00,STOLEN PROPERTY,Friday,CENTRAL,100 Block of SACRAMENTO ST,-122.3972136687,37.7945638655
2015-04-17 20:00:00,LARCENY/THEFT,Friday,CENTRAL,THE EMBARCADERONORTH ST / WASHINGTON ST,-122.395329663,37.7966652983
2015-04-17 19:52:00,NON-CRIMINAL,Friday,CENTRAL,300 Block of BAY ST,-122.412803753,37.8057739876
2015-04-17 19:50:00,LARCENY/THEFT,Friday,SOUTHERN,300 Block of 6TH ST,-122.4047879536,37.7779230616
2015-04-17 19:49:00,WARRANTS,Friday,CENTRAL,800 Block of PACIFIC AV,-122.4096747674,37.7965998967
2015-04-17 19:49:00,OTHER OFFENSES,Friday,CENTRAL,800 Block of PACIFIC AV,-122.4096747674,37.7965998967
2015-04-17 19:49:00,OTHER OFFENSES,Friday,CENTRAL,800 Block of PACIFIC AV,-122.4096747674,37.7965998967
2015-04-17 19:38:00,OTHER OFFENSES,Friday,CENTRAL,800 Block of LEAVENWORTH ST,-122.4153487389,37.788854205
2015-04-17 19:38:00,VANDALISM,Friday,CENTRAL,800 Block of LEAVENWORTH ST,-122.4153487389,37.788854205
2015-04-17 19:38:00,BURGLARY,Friday,CENTRAL,800 Block of LEAVENWORTH ST,-122.4153487389,37.788854205
2015-04-17 19:30:00,LARCENY/THEFT,Friday,CENTRAL,300 Block of POST ST,-122.4075910911,37.7883401187
2015-04-17 19:30:00,LARCENY/THEFT,Friday,TENDERLOIN,100 Block of MASON ST,-122.4093368218,37.7848337316
2015-04-17 19:30:00,SECONDARY CODES,Friday,BAYVIEW,600 Block of LASALLE AV,-122.3730684504,37.7275017069
2015-04-17 19:30:00,VANDALISM,Friday,BAYVIEW,600 Block of LASALLE AV,-122.3730684504,37.7275017069
2015-04-17 19:30:00,LARCENY/THEFT,Friday,BAYVIEW,PATTERSON ST / OAKDALE AV,-122.4048282589,37.7428156576
2015-04-17 19:27:00,OTHER OFFENSES,Friday,SOUTHERN,800 Block of BRYANT ST,-122.4034047915,37.7754207067
2015-04-17 19:20:00,OTHER OFFENSES,Friday,TARAVAL,2400 Block of 15TH AV,-122.4713591901,37.7422906551
2015-04-17 19:20:00,LARCENY/THEFT,Friday,NORTHERN,HICKORY ST / FRANKLIN ST,-122.4210543117,37.7756938837
2015-04-17 19:15:00,LARCENY/THEFT,Friday,RICHMOND,CLEMENT ST / 34TH AV,-122.4945211095,37.7815746719
2015-04-17 19:06:00,LARCENY/THEFT,Friday,NORTHERN,2000 Block of CHESTNUT ST,-122.4367758383,37.8006947037
2015-04-17 19:00:00,BURGLARY,Friday,NORTHERN,3700 Block of BUCHANAN ST,-122.4336992816,37.8045519866
2015-04-17 19:00:00,OTHER OFFENSES,Friday,MISSION,300 Block of DIAMOND ST,-122.4368826386,37.7567421058
2015-04-17 19:00:00,LARCENY/THEFT,Friday,SOUTHERN,0 Block of MISSION ST,-122.3928891458,37.7935385958
2015-04-17 19:00:00,LARCENY/THEFT,Friday,SOUTHERN,0 Block of THE EMBARCADEROSOUTH ST,-122.3883798739,37.7833104067
2015-04-17 19:00:00,LARCENY/THEFT,Friday,TARAVAL,4200 Block of LINCOLN WY,-122.503515444,37.7641959848
2015-04-17 19:00:00,OTHER OFFENSES,Friday,MISSION,23RD ST / VERMONT ST,-122.4035247952,37.7544534411
2015-04-17 19:00:00,ASSAULT,Friday,INGLESIDE,MISSION ST / GENEVA AV,-122.4410181089,37.7164586831
2015-04-17 19:00:00,ROBBERY,Friday,MISSION,23RD ST / VERMONT ST,-122.4035247952,37.7544534411
2015-04-17 19:00:00,SECONDARY CODES,Friday,MISSION,23RD ST / VERMONT ST,-122.4035247952,37.7544534411
2015-04-17 18:57:00,OTHER OFFENSES,Friday,SOUTHERN,MARKET ST / 10TH ST,-122.4175047031,37.776540038
2015-04-17 18:56:00,OTHER OFFENSES,Friday,MISSION,1100 Block of VALENCIA ST,-122.4208176753,37.7544878226
2015-04-17 18:56:00,ASSAULT,Friday,MISSION,1100 Block of VALENCIA ST,-122.4208176753,37.7544878226
2015-04-17 18:50:00,ASSAULT,Friday,MISSION,1000 Block of CHURCH ST,-122.4275889478,37.754082987
2015-04-17 18:48:00,ASSAULT,Friday,BAYVIEW,300 Block of WILLIAMS AV,-122.3994436589,37.7301760162
2015-04-17 18:48:00,ASSAULT,Friday,BAYVIEW,300 Block of WILLIAMS AV,-122.3994436589,37.7301760162
2015-04-17 18:41:00,ASSAULT,Friday,MISSION,CHURCH ST / 24TH ST,-122.427439727,37.7517051329
2015-04-17 18:34:00,SUSPICIOUS OCC,Friday,MISSION,24TH ST / LILAC ST,-122.4178782268,37.7522731645
2015-04-17 18:30:00,ASSAULT,Friday,INGLESIDE,0 Block of BLYTHDALE AV,-122.4177204247,37.7106612348
2015-04-17 18:30:00,SECONDARY CODES,Friday,INGLESIDE,0 Block of BLYTHDALE AV,-122.4177204247,37.7106612348
2015-04-17 18:30:00,LARCENY/THEFT,Friday,CENTRAL,0 Block of DRUMM ST,-122.3964219438,37.7941447424
2015-04-17 18:30:00,LARCENY/THEFT,Friday,TARAVAL,600 Block of BROTHERHOOD WAY,-122.4711643219,37.7126379025
2015-04-17 18:30:00,OTHER OFFENSES,Friday,MISSION,25TH ST / NOE ST,-122.4317189437,37.7498303312
2015-04-17 18:30:00,ARSON,Friday,SOUTHERN,0 Block of 6TH ST,-122.4090112066,37.7811340568
2015-04-17 18:21:00,LARCENY/THEFT,Friday,SOUTHERN,800 Block of MARKET ST,-122.4065209871,37.7850629422
2015-04-17 18:20:00,LARCENY/THEFT,Friday,TARAVAL,1800 Block of IRVING ST,-122.477696049,37.7635915439
2015-04-17 18:15:00,VEHICLE THEFT,Friday,SOUTHERN,100 Block of CLARA ST,-122.4010845851,37.7804019602
2015-04-17 18:15:00,ROBBERY,Friday,NORTHERN,VANNESS AV / GROVE ST,-122.4198849395,37.7782510832
2015-04-17 18:12:00,OTHER OFFENSES,Friday,SOUTHERN,BRYANT ST / 2ND ST,-122.3936227393,37.7830791191
2015-04-17 18:05:00,LARCENY/THEFT,Friday,NORTHERN,BUSH ST / STEINER ST,-122.4351071797,37.7868088328
2015-04-17 18:00:00,LARCENY/THEFT,Friday,MISSION,100 Block of JULIAN AV,-122.4210464522,37.7657683346
2015-04-17 18:00:00,BURGLARY,Friday,CENTRAL,600 Block of GEARY ST,-122.4140108147,37.7866770011
2015-04-17 18:00:00,LARCENY/THEFT,Friday,INGLESIDE,300 Block of LAIDLEY ST,-122.4289463747,37.7373658181
2015-04-17 18:00:00,LARCENY/THEFT,Friday,INGLESIDE,5300 Block of DIAMONDHEIGHTS BL,-122.4362668705,37.7427715593
2015-04-17 18:00:00,OTHER OFFENSES,Friday,PARK,0 Block of CRESTLINE DR,-122.4464321009,37.7502410579
2015-04-17 18:00:00,BURGLARY,Friday,SOUTHERN,700 Block of MARKET ST,-122.4053593718,37.7859774762
2015-04-17 18:00:00,FORGERY/COUNTERFEITING,Friday,MISSION,3000 Block of 16TH ST,-122.4200704836,37.7649720006
2015-04-17 18:00:00,OTHER OFFENSES,Friday,TARAVAL,1700 Block of 27TH AV,-122.4850401457,37.7547814568
2015-04-17 18:00:00,VEHICLE THEFT,Friday,BAYVIEW,800 Block of FELTON ST,-122.4130135999,37.7278931024
2015-04-17 18:00:00,VEHICLE THEFT,Friday,NORTHERN,GROVE ST / LAGUNA ST,-122.4264554525,37.7773884949
2015-04-17 18:00:00,LARCENY/THEFT,Friday,NORTHERN,GEARY BL / GOUGH ST,-122.4246887036,37.785333964
2015-04-17 18:00:00,FRAUD,Friday,NORTHERN,GEARY BL / GOUGH ST,-122.4246887036,37.785333964
2015-04-17 18:00:00,OTHER OFFENSES,Friday,MISSION,3000 Block of 16TH ST,-122.4200704836,37.7649720006
2015-04-17 18:00:00,LARCENY/THEFT,Friday,NORTHERN,LAGUNA ST / CLEARY CT,-122.4277809887,37.7839237202
2015-04-17 17:58:00,OTHER OFFENSES,Friday,BAYVIEW,BAY SHORE BL / THORNTON AV,-122.4034029986,37.7306588267
2015-04-17 17:45:00,ASSAULT,Friday,MISSION,24TH ST / POPLAR ST,-122.4211424289,37.7520744106
2015-04-17 17:45:00,ASSAULT,Friday,CENTRAL,400 Block of BROADWAY ST,-122.4042824977,37.7982249345
2015-04-17 17:43:00,WARRANTS,Friday,SOUTHERN,700 Block of MARKET ST,-122.4052948452,37.7863072236
2015-04-17 17:43:00,LARCENY/THEFT,Friday,SOUTHERN,700 Block of MARKET ST,-122.4052948452,37.7863072236
2015-04-17 17:30:00,MISSING PERSON,Friday,SOUTHERN,0 Block of MOSS ST,-122.4079991867,37.7778241673
2015-04-17 17:30:00,VEHICLE THEFT,Friday,INGLESIDE,600 Block of MORSE ST,-122.4451356464,37.7113230118
2015-04-17 17:30:00,VEHICLE THEFT,Friday,INGLESIDE,600 Block of MORSE ST,-122.4451356464,37.7113230118
2015-04-17 17:30:00,LARCENY/THEFT,Friday,CENTRAL,0 Block of MAIDEN LN,-122.4043595871,37.7882726543
2015-04-17 17:30:00,LARCENY/THEFT,Friday,SOUTHERN,MARKET ST / 4TH ST,-122.4058324745,37.7857446546
2015-04-17 17:30:00,LARCENY/THEFT,Friday,SOUTHERN,2ND ST / FOLSOM ST,-122.3967071505,37.7855429503
2015-04-17 17:23:00,NON-CRIMINAL,Friday,TENDERLOIN,200 Block of TURK ST,-122.4132375167,37.7828430233
2015-04-17 17:23:00,ASSAULT,Friday,SOUTHERN,HARRISON ST / 9TH ST,-122.4100785448,37.7725264934
2015-04-17 17:17:00,NON-CRIMINAL,Friday,SOUTHERN,0 Block of UNITEDNATIONS PZ,-122.4143178579,37.7799444052
2015-04-17 17:10:00,LARCENY/THEFT,Friday,PARK,1100 Block of SCOTT ST,-122.4370994283,37.7803522157
2015-04-17 17:00:00,LARCENY/THEFT,Friday,SOUTHERN,0 Block of 12TH ST,-122.420001437,37.7740948567
